Planning Area,Subzone,Population
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko North,-
Sembawang,Senoko South,30
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,Senoko South,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sembawang,The Wharves,-
Sengkang,Total,"265,060"
Sengkang,Total,"129,860"
Sengkang,Total,"135,200"
Sengkang,Total,"2,270"
Sengkang,Total,"1,150"
Sengkang,Total,"1,130"
Sengkang,Total,"2,390"
Sengkang,Total,"1,260"
Sengkang,Total,"1,140"
Sengkang,Total,"2,700"
Sengkang,Total,"1,390"
Sengkang,Total,"1,310"
Sengkang,Total,"2,760"
Sengkang,Total,"1,410"
Sengkang,Total,"1,340"
Sengkang,Total,"2,980"
Sengkang,Total,"1,510"
Sengkang,Total,"1,470"
Sengkang,Total,"3,130"
Sengkang,Total,"1,650"
Sengkang,Total,"1,480"
Sengkang,Total,"3,140"
Sengkang,Total,"1,660"
Sengkang,Total,"1,480"
Sengkang,Total,"3,250"
Sengkang,Total,"1,670"
Sengkang,Total,"1,580"
Sengkang,Total,"3,430"
Sengkang,Total,"1,750"
Sengkang,Total,"1,680"
Sengkang,Total,"3,540"
Sengkang,Total,"1,810"
Sengkang,Total,"1,740"
Sengkang,Total,"3,380"
Sengkang,Total,"1,710"
Sengkang,Total,"1,670"
Sengkang,Total,"3,580"
Sengkang,Total,"1,880"
Sengkang,Total,"1,700"
Sengkang,Total,"3,310"
Sengkang,Total,"1,670"
Sengkang,Total,"1,640"
Sengkang,Total,"3,100"
Sengkang,Total,"1,620"
Sengkang,Total,"1,480"
Sengkang,Total,"3,210"
Sengkang,Total,"1,580"
Sengkang,Total,"1,630"
Sengkang,Total,"3,150"
Sengkang,Total,"1,630"
Sengkang,Total,"1,520"
Sengkang,Total,"3,260"
Sengkang,Total,"1,670"
Sengkang,Total,"1,590"
Sengkang,Total,"3,070"
Sengkang,Total,"1,610"
Sengkang,Total,"1,460"
Sengkang,Total,"3,020"
Sengkang,Total,"1,520"
Sengkang,Total,"1,500"
Sengkang,Total,"2,770"
Sengkang,Total,"1,430"
Sengkang,Total,"1,340"
Sengkang,Total,"2,690"
Sengkang,Total,"1,410"
Sengkang,Total,"1,280"
Sengkang,Total,"2,750"
Sengkang,Total,"1,370"
Sengkang,Total,"1,380"
Sengkang,Total,"2,730"
Sengkang,Total,"1,390"
Sengkang,Total,"1,340"
Sengkang,Total,"2,950"
Sengkang,Total,"1,540"
Sengkang,Total,"1,410"
Sengkang,Total,"2,910"
Sengkang,Total,"1,490"
Sengkang,Total,"1,420"
Sengkang,Total,"2,750"
Sengkang,Total,"1,370"
Sengkang,Total,"1,380"
Sengkang,Total,"2,970"
Sengkang,Total,"1,470"
Sengkang,Total,"1,500"
Sengkang,Total,"3,130"
Sengkang,Total,"1,530"
Sengkang,Total,"1,600"
Sengkang,Total,"3,310"
Sengkang,Total,"1,650"
Sengkang,Total,"1,660"
Sengkang,Total,"3,480"
Sengkang,Total,"1,660"
Sengkang,Total,"1,820"
Sengkang,Total,"3,760"
Sengkang,Total,"1,770"
Sengkang,Total,"1,980"
Sengkang,Total,"3,890"
Sengkang,Total,"1,800"
Sengkang,Total,"2,090"
Sengkang,Total,"4,030"
Sengkang,Total,"1,930"
Sengkang,Total,"2,110"
Sengkang,Total,"4,270"
Sengkang,Total,"2,000"
Sengkang,Total,"2,270"
Sengkang,Total,"4,380"
Sengkang,Total,"1,990"
Sengkang,Total,"2,390"
Sengkang,Total,"4,830"
Sengkang,Total,"2,210"
Sengkang,Total,"2,620"
Sengkang,Total,"4,650"
Sengkang,Total,"2,170"
Sengkang,Total,"2,480"
Sengkang,Total,"4,330"
Sengkang,Total,"2,010"
Sengkang,Total,"2,330"
Sengkang,Total,"4,750"
Sengkang,Total,"2,190"
Sengkang,Total,"2,560"
Sengkang,Total,"4,850"
Sengkang,Total,"2,240"
Sengkang,Total,"2,610"
Sengkang,Total,"4,740"
Sengkang,Total,"2,230"
Sengkang,Total,"2,510"
Sengkang,Total,"5,130"
Sengkang,Total,"2,440"
Sengkang,Total,"2,690"
Sengkang,Total,"5,000"
Sengkang,Total,"2,400"
Sengkang,Total,"2,600"
Sengkang,Total,"4,870"
Sengkang,Total,"2,330"
Sengkang,Total,"2,540"
Sengkang,Total,"4,680"
Sengkang,Total,"2,240"
Sengkang,Total,"2,440"
Sengkang,Total,"4,680"
Sengkang,Total,"2,250"
Sengkang,Total,"2,430"
Sengkang,Total,"4,360"
Sengkang,Total,"2,080"
Sengkang,Total,"2,270"
Sengkang,Total,"4,410"
Sengkang,Total,"2,170"
Sengkang,Total,"2,250"
Sengkang,Total,"4,200"
Sengkang,Total,"1,980"
Sengkang,Total,"2,220"
Sengkang,Total,"4,150"
Sengkang,Total,"2,090"
Sengkang,Total,"2,060"
Sengkang,Total,"4,290"
Sengkang,Total,"2,140"
Sengkang,Total,"2,150"
Sengkang,Total,"4,300"
Sengkang,Total,"2,160"
Sengkang,Total,"2,130"
Sengkang,Total,"3,930"
Sengkang,Total,"1,930"
Sengkang,Total,"2,010"
Sengkang,Total,"3,830"
Sengkang,Total,"1,910"
Sengkang,Total,"1,920"
Sengkang,Total,"3,310"
Sengkang,Total,"1,670"
Sengkang,Total,"1,640"
Sengkang,Total,"3,250"
Sengkang,Total,"1,650"
Sengkang,Total,"1,590"
Sengkang,Total,"3,310"
Sengkang,Total,"1,680"
Sengkang,Total,"1,630"
Sengkang,Total,"3,130"
Sengkang,Total,"1,620"
Sengkang,Total,"1,500"
Sengkang,Total,"3,250"
Sengkang,Total,"1,670"
Sengkang,Total,"1,570"
Sengkang,Total,"3,140"
Sengkang,Total,"1,610"
Sengkang,Total,"1,530"
Sengkang,Total,"3,140"
Sengkang,Total,"1,530"
Sengkang,Total,"1,600"
Sengkang,Total,"3,060"
Sengkang,Total,"1,540"
Sengkang,Total,"1,520"
Sengkang,Total,"3,010"
Sengkang,Total,"1,500"
Sengkang,Total,"1,510"
Sengkang,Total,"3,010"
Sengkang,Total,"1,470"
Sengkang,Total,"1,530"
Sengkang,Total,"2,930"
Sengkang,Total,"1,460"
Sengkang,Total,"1,470"
Sengkang,Total,"2,910"
Sengkang,Total,"1,390"
Sengkang,Total,"1,520"
Sengkang,Total,"2,810"
Sengkang,Total,"1,350"
Sengkang,Total,"1,460"
Sengkang,Total,"2,700"
Sengkang,Total,"1,350"
Sengkang,Total,"1,350"
Sengkang,Total,"2,490"
Sengkang,Total,"1,220"
Sengkang,Total,"1,280"
Sengkang,Total,"2,340"
Sengkang,Total,"1,140"
Sengkang,Total,"1,200"
Sengkang,Total,"2,250"
Sengkang,Total,"1,110"
Sengkang,Total,"1,140"
Sengkang,Total,"2,000"
Sengkang,Total,950
Sengkang,Total,"1,050"
Sengkang,Total,"1,780"
Sengkang,Total,830
Sengkang,Total,950
Sengkang,Total,"1,710"
Sengkang,Total,820
Sengkang,Total,890
Sengkang,Total,"1,580"
Sengkang,Total,750
Sengkang,Total,830
Sengkang,Total,"1,470"
Sengkang,Total,710
Sengkang,Total,750
Sengkang,Total,"1,360"
Sengkang,Total,620
Sengkang,Total,740
Sengkang,Total,"1,270"
Sengkang,Total,570
Sengkang,Total,700
Sengkang,Total,820
Sengkang,Total,370
Sengkang,Total,450
Sengkang,Total,630
Sengkang,Total,280
Sengkang,Total,350
Sengkang,Total,720
Sengkang,Total,310
Sengkang,Total,410
Sengkang,Total,560
Sengkang,Total,250
Sengkang,Total,310
Sengkang,Total,500
Sengkang,Total,210
Sengkang,Total,290
Sengkang,Total,550
Sengkang,Total,240
Sengkang,Total,310
Sengkang,Total,530
Sengkang,Total,210
Sengkang,Total,320
Sengkang,Total,440
Sengkang,Total,170
Sengkang,Total,270
Sengkang,Total,310
Sengkang,Total,120
Sengkang,Total,190
Sengkang,Total,240
Sengkang,Total,90
Sengkang,Total,150
Sengkang,Total,230
Sengkang,Total,60
Sengkang,Total,170
Sengkang,Total,220
Sengkang,Total,60
Sengkang,Total,160
Sengkang,Total,750
Sengkang,Total,190
Sengkang,Total,570
Sengkang,Anchorvale,"51,310"
Sengkang,Anchorvale,"25,190"
Sengkang,Anchorvale,"26,120"
Sengkang,Anchorvale,470
Sengkang,Anchorvale,240
Sengkang,Anchorvale,230
Sengkang,Anchorvale,560
Sengkang,Anchorvale,320
Sengkang,Anchorvale,240
Sengkang,Anchorvale,630
Sengkang,Anchorvale,330
Sengkang,Anchorvale,300
Sengkang,Anchorvale,630
